stock_code,corp_name,label,gics_sector
019440,세아특수강,1,Materials
005930,삼성전자,0,Information Technology
105560,KB금융,1,Financials
316140,우리금융지주,1,Financials
004170,신세계,0,Consumer Staples
086790,하나금융지주,1,Financials
